usernameTweet,ID,text,url,nbr_retweet,nbr_favorite,nbr_reply,datetime,has_media,medias,is_reply,is_retweet,user_id
victorydrugs,769105921,# malaria  #health  #mosquito  #africa  #endmalaria  #macmmeproject  #nigeria  #unicef  #medicine  #dengue  #unitednations  #campaign  #sdgs  #leaders  #government  #outofschoolchildren  #homelessnessinnigeria  #homeless  #childmortality  #malariacampaign  #join  #maternalmor …  ,/victorydrugs/status/1121432192436117505,0,0,0,2019-04-25 08:14:04,false,false,false,false,-1268347161
victorydrugs,815247360,# malaria  #health  #mosquito  #africa  #endmalaria  #macmmeproject  #nigeria  #unicef  #medicine  #dengue  #unitednations  #campaign  #sdgs  #leaders  #government  #outofschoolchildren  #homelessnessinnigeria  #homeless  #childmortality  #malariacampaign  #join  #maternalmor …  ,/victorydrugs/status/1121432205367160832,0,0,0,2019-04-25 08:14:07,false,false,false,false,-1268347161
sameer_iyer,2111213570,"@ PMCPune  plz speed up d Holkar bridge work, #Khadki  Due to stoppage of water #Mosquitoes  have gone too high in nearby areas #Malaria  #Dengue",/sameer_iyer/status/1121432455771230210,0,1,1,2019-04-25 08:15:07,false,false,false,false,3577743
victorydrugs,-1986551806,# malaria  #health  #mosquito  #africa  #endmalaria  #macmmeproject  #nigeria  #unicef  #medicine  #dengue  #unitednations  #campaign  #sdgs  #leaders  #government  #outofschoolchildren  #homelessnessinnigeria  #homeless  #childmortality  #malariacampaign  #join  #maternalmortality  #malariamortality pic.twitter.com/OtXjpRF3iw,/victorydrugs/status/1121433186112872450,1,2,0,2019-04-25 08:18:01,false,false,false,false,-1268347161
DrSwatiSathe,802451456,# WorldMalariaDay  #health  #prevention  #HealthTips  #HealthyLiving  #Malaria  #Zika  #Dengue  #YellowFever  #JapaneseEncephalitis pic.twitter.com/M0nbD566pL,/DrSwatiSathe/status/1121484079969366016,0,0,0,2019-04-25 11:40:15,false,false,false,false,-1277895867
down2earthindia,1293332480,New mosquito repelling molecule identified   ,/down2earthindia/status/1121572097225043968,0,1,0,2019-04-25 17:30:00,false,false,false,false,179459971
ShooliniUniv,1649721344,"@ ICGEBNewDelhi  team is at Shoolini! What an honour to have them here and listen to them talk about their work on #TB , #Dengue  and #Chikungunya . #science  #health  #HealthForAll pic.twitter.com/MtfZNRdxso",/ShooliniUniv/status/1121713011163447296,0,0,0,2019-04-26 02:49:56,false,false,false,false,-1777633899
Smita_Srinivas,1834283009,# industry  #regulation  #technology  #Dengue  #vaccines  #health   ,/Smita_Srinivas/status/1121759594563301377,0,0,0,2019-04-26 05:55:03,true,https://t.co/72hPIeWU2e,false,false,1083523072
ormiga,-602648574,"ONLY TWO #bombay  candidates #LokSabhaElections2019  are NOT swamped under #criminal  court cases

JAGO #mumbai  UTHA mumbaikars 
look ROADS-or-not
look WATER-or-not
look #health -or-not #malaria  #dengue  #chikangunya 
look 2000 SQUEEZED into local bogey for 253
TAKE BACK YOUR CITY https:// twitter.com/chhavi/status/ 1122033022382026752   …",/ormiga/status/1122465096339312642,0,0,0,2019-04-28 04:38:28,false,false,false,false,17732518
ormiga,-795582462,"ONLY TWO #bombay  candidates #LokSabhaElections2019  are NOT swamped under #criminal  court cases

JAGO #mumbai  UTHA mumbaikars 
look ROADS-or-not
look WATER-or-not
look #health -or-not #malaria  #dengue  #chikangunya 
look 2000 SQUEEZED into local bogey for 253
TAKE BACK YOUR CITY https:// twitter.com/chhavi/status/ 1122033016300285952   …",/ormiga/status/1122465151980953602,0,0,0,2019-04-28 04:38:41,false,false,false,false,17732518
factortierra,102002688,"# Premiere  | But another concern for local authorities is #dengue , #zika , and #chikungunya , three viral diseases produced by the same vector, the Aedes aeghypti mosquito.  ",/factortierra/status/1123031130783903744,1,0,0,2019-04-29 18:07:41,false,false,false,false,499306685
TinyVampiresPod,-619261952,"# NewEpisode  Deep inside the cells of Australian #mosquitoes  are bacteria that kill deadly viruses by starving them to death. The death of these viruses could mean life for anyone bitten by them. #Wolbachia  #podcast  #Dengue 
 https:// aca.st/379d8f  ",/TinyVampiresPod/status/1123601853906866176,0,0,0,2019-05-01 07:55:32,true,https://t.co/9mdstcv0oi,false,false,-1495887872
ambicayurved,-1902665727,"Adijay Syrup is a supportive Ayurvedic supplement for #Dengue  fever.
#Ambicayurved  #AdijaySyrup  #Supplement  #ayurvedic  #fever  #health  #thursdaythoughts pic.twitter.com/GBAq3pT3M4",/ambicayurved/status/1123809999623528449,1,3,0,2019-05-01 21:42:37,false,false,false,false,-879476734
factortierra,-1726562303,# New  | Performing #Arts  was the best strategy that both schools in #Catacaos  #Peru  chose to educate about #anemia  and #dengue   ,/factortierra/status/1123911751869841409,1,0,0,2019-05-02 04:26:57,false,false,false,false,499306685
HealthGenie,-774586368,Healthgenie mosquito net single bed and double bed is made of polyester  fabric and finest mesh. For product details please visit:  ,/HealthGenie/status/1124257145501827072,0,1,0,2019-05-03 03:19:25,false,false,false,false,606240719
Manushj,1641291776,"National Dengue Eradication Unit warns that dengue could re-emerge due to the monsoon season and advises public to remain vigilant.

#lka  #SriLanka  #dengue  #health",/Manushj/status/1124257250996920320,1,2,0,2019-05-03 03:19:50,false,false,false,false,58434692
Homeremediesss,-1579761664,"How to repel Mosquito from home.
Easy homemade remedies.
 https:// youtu.be/vbP-0UAisgw   
#mosquito  #Health  #dengue  #mosquitobites  #insects  #malaria  #limpezadecaixadagua  #pestcontrol  #mosquitorepellent  #nature  #bestpestcontrollittlerock  #mosquitorepellent  #Pesticides",/Homeremediesss/status/1124382484727250944,6,5,0,2019-05-03 11:37:29,true,https://t.co/xQuudLXkCQ,false,false,1947557888
halcyon_jam,584560641,Premature Vaccine Launch Has Deadly Repercussions #dengue  #WHO  #health   ,/halcyon_jam/status/1124587700428976129,0,0,0,2019-05-04 01:12:56,true,https://t.co/NUHRcn4P1y,false,false,600137171
MENTOR_Hq,-78139392,"""When #Aedes  #aegypti  #mosquitoes  carry safe and natural #Wolbachia  #bacteria , they have a reduced ability to transmit viruses like #Zika , #dengue , #chikungunya  and #yellowfever , helping to protect communities from #outbreaks ."" #beatNTDs  @wmpglobal ",/MENTOR_Hq/status/1124645106299154432,1,3,0,2019-05-04 05:01:02,true,https://t.co/UPdd3Sml9l,false,false,693534720
ctmock,9953281,"# FDA  Approves the First #Vaccine  for #Dengue  Fever, but Limits Its Use #vaccines  #InfectionPrevention  #health  #healthcare  @acog  @AmerMedicalAssn  @IllinoisDoctors  @DuPageCMS  @sanofi ",/ctmock/status/1124727101607895041,0,0,0,2019-05-04 10:26:52,true,https://t.co/9QYkZedDTW,false,false,34761502
bloodSparasites,1842847747,"# Vector  biology meets disease control: using basic research to fight vector-borne diseases. @NatureMicrobiol 
#VectorBorneDisease  #VBD  #mosquitoes  #Anopheles  #Aedes  #Zika  #dengue  #chikungunya  #malaria  #CRISPR  
 https://www. nature.com/articles/s4156 4-018-0214-7   … pic.twitter.com/nGonSzveqR",/bloodSparasites/status/1125072045149233155,12,13,0,2019-05-05 09:17:33,false,false,false,false,-1873289216
beingpostiv1,-23851008,"How do you know if you have dengue? 
.
 https:// beingpostiv.com/diseases/dengu e-signs-and-symptoms/   … 
.
.
.
#Dengue  #symptom  #health   pic.twitter.com/MKuS5bxDoP",/beingpostiv1/status/1125460651923476480,0,0,0,2019-05-06 11:01:44,false,false,false,false,-1009336319
AcsAngelica,-191373311,"# goodNews 
#pesquisas  da #USP  #Brasil 

  Avanços contra as larvas do transmissor da #dengue  

""USP de São Carlos produz extrato à base de açafrão que mata larva do #aedesAegypti  em 3 horas""

#hope  #Health  #Sciences  #Tecnologia  #technology  #Enfermedades 

 https:// g1.globo.com/sp/sao-carlos- regiao/noticia/2019/05/01/usp-de-sao-carlos-produz-extrato-a-base-de-acafrao-que-mata-larva-do-aedes-aegypti-em-3-horas.ghtml?utm_source=facebook&utm_medium=social&utm_campaign=g1&utm_content=post&fbclid=IwAR1FRhoOlCtOwfbHIoha8W2PbEr5oNBug9CySi8HCd1Kpy_g24fUbKy38Uk   … pic.twitter.com/Qm2z6aH93h",/AcsAngelica/status/1125633734643015681,8,8,0,2019-05-06 22:29:30,false,false,false,false,77915024
poandpo,-1554534400,"Tanzania working to control spread of dengue fever as cases rise to over 1,000  ",/poandpo/status/1125718146567090176,0,0,0,2019-05-07 04:04:55,true,false,false,false,236770150
poandpo,399937536,"Tanzania working to control spread of dengue fever as cases rise to over 1,000  ",/poandpo/status/1125723169338331136,0,0,0,2019-05-07 04:24:53,true,false,false,false,236770150
poandpo,-657018880,"Tanzania working to control spread of dengue fever as cases rise to over 1,000  ",/poandpo/status/1125723189756211200,0,0,0,2019-05-07 04:24:58,true,false,false,false,236770150
thesociable,1846984704,'#DARPA  wants to apply the tools of #bioengineering  to create a new protective approach that is optimized for troops in the field'  ,/thesociable/status/1125784206565621760,0,1,0,2019-05-07 08:27:25,true,https://t.co/69UXFryagK,false,false,174451720
poandpo,-900288511,"Tanzania working to control spread of dengue fever as cases rise to over 1,000  ",/poandpo/status/1125824512086421505,0,0,0,2019-05-07 11:07:35,true,https://t.co/pqOkAudChv,false,false,236770150
drjriggs,-1755869184,,/drjriggs/status/1125883201958940672,0,0,0,2019-05-07 15:00:47,true,https://t.co/YqZaYPvSgf,false,false,30664283
MENTOR_Hq,-329863167,"""Some infections are transmitted by the bite of #mosquitoes , like #malaria , #dengue  fever & #filariasis , the risk of which often can be greatly reduced by diligent use of the insect repellents that can protect against various disease transmitters"" @nytimes ",/MENTOR_Hq/status/1126169969761366017,2,4,0,2019-05-08 10:00:18,true,https://t.co/x0Z0Hif7At,false,false,693534720
infravec2,-652869632,"Watch ""The city where children are learning to love #mosquitoes "" @ScottLOneill  Explains the aim is to infect wild mosquitoes with #Wolbachia  to stop them spreading viruses such as #dengue  #Zika  #YellowFever  #Chikungunya  via @BBCWorld  @CEPIvaccines ",/infravec2/status/1126419090426429440,5,7,0,2019-05-09 02:30:13,true,https://t.co/vIrlIgK0fG,false,false,1733767170
KoKembang,-925577216,"DENGUE WARNING SIGNS AFTER 27 DEATHS
 https:// medium.com/@kokembang58/d engue-warning-signs-after-27-deaths-60d1500517e8   … 
#health  #dengue  #News  #Today   #Article  #FeverTH",/KoKembang/status/1126425996461133824,0,0,0,2019-05-09 02:57:40,true,https://t.co/oZjVsnCM3L,false,false,-2116759550
SA_LawFirm,-1546211327,"WHO declares the top 10 global health threats in 2019  
Read the article@ https:// singhassociate.in/2019/05/09/who -declares-the-top-10-global-health-threats-in-2019/   … 
#WHO  #global  #health  #threats  #healthcare  #top10  #WorldHealthOrganization  #noncommunicablediseases  #NCD  #biomass  #fossilfuels  #influenza  #ebola  #dengue  #HIV",/SA_LawFirm/status/1126469297700777985,1,0,0,2019-05-09 05:49:44,false,false,false,false,1763008512
theviralaccesso,139808769,"Get This New USB Electric Mosquito Killer Lamp for your children. Get your now from 'The Viral Accessories'
 
#mosquito  #mosquitokiller  #mosquitos  #home  #homedecor  #homesweethome  #mosquitobites  #dengue  #health  #malaria  #limpezadecaixadagua  #zika  #mosquitos  #controledepragas pic.twitter.com/JmhlmS7asB",/theviralaccesso/status/1127584315846512641,0,0,0,2019-05-12 07:40:25,false,false,false,false,-1651183616
newsheads_in,1989664769,"# Dengue  #Health 
 https://www. newsheads.in/lifestyle/heal th/dengue-disease-symptoms-cure-and-everything-you-need-to-know-article-57949   …",/newsheads_in/status/1128143947640070145,0,0,0,2019-05-13 20:44:11,true,https://t.co/yHDnzWPjWM,false,false,-1553402188
eLife,-11087872,"Analysis of over 5,000 blood samples from 70 different communities provides a representative estimate of #dengue  burden in  Bangladesh   ",/eLife/status/1128198259795742720,0,2,1,2019-05-14 00:20:00,true,false,false,false,380816062
BreakDengue,30855168,"A nation-wide study estimates that #dengue  infects on average 2.4 million people each year in #Bangladesh , with most cases in major cities  ",/BreakDengue/status/1128237421349490688,1,1,0,2019-05-14 02:55:37,true,https://t.co/7WpKsMrrZ6,false,false,1513673754
MENTOR_Hq,-1940520960,"""The ability to track & quantify the spread of #malaria , particularly #Drug  #Resistant  strains, has become a priority for national #health  programmes - (it's) based on a previous #BigDat  driven study in Pakistan, which examined spread of #dengue  fever""  ",/MENTOR_Hq/status/1128238759407910912,0,1,0,2019-05-14 03:00:56,true,https://t.co/lpurtVfpCi,false,false,693534720
MedicoverIN,1419071490,"# Myth  vs #Fact 

Myth: #Dengue  mosquitoes bites at night.

Fact: Dengue #mosquitoes  is only active during the day.  pic.twitter.com/XubKof8c2k",/MedicoverIN/status/1128599325272002562,0,1,0,2019-05-15 02:53:42,false,false,false,false,1648263324
mycurehospitals,865460225,"# Myth  vs #Fact 

Myth: #Dengue  mosquitoes bites at night.

Fact: Dengue #mosquitoes  is only active during the day.  pic.twitter.com/5uLr2a172o",/mycurehospitals/status/1128599440682508289,0,0,0,2019-05-15 02:54:09,false,false,false,false,-346660863
SimhapuriHosp,1360351232,"# Myth  vs #Fact 

Myth: #Dengue  mosquitoes bites at night.

Fact: Dengue #mosquitoes  is only active during the day.  pic.twitter.com/Z2RAwudwZW",/SimhapuriHosp/status/1128599535666679808,0,0,0,2019-05-15 02:54:32,false,false,false,false,-2116354306
Medicover_India,395599872,"# Myth  vs #Fact 

Myth: #Dengue  mosquitoes bites at night.

Fact: Dengue #mosquitoes  is only active during the day.  pic.twitter.com/tpAYVUi4bH",/Medicover_India/status/1128599878299312128,0,0,0,2019-05-15 02:55:54,false,false,false,false,-657170431
samia_elfekih,-74162175,"OMG! Best field trip ever! looking for breeding sites, with the coolest team of medical entomologists #mosquitoes  #dengue   #fieldwork pic.twitter.com/gZojuOUZ4Z",/samia_elfekih/status/1128727940869414913,0,13,0,2019-05-15 11:24:46,false,false,false,false,-1350315302
Lavendermist15,2010386432,"If North Delhi Municipal Corporation can be so proactive, I would really like to know why @OfficialSdmc  cannot do any better. An ounce of prevention is worth a pound of cure...please wake up! @suraiya95  @northdelhimayor  @htTweets  @urbanvoicesin  #mosquitoes  #dengue  #publichealth pic.twitter.com/4uMX9BtN83",/Lavendermist15/status/1128846488346300416,2,11,2,2019-05-15 19:15:50,false,false,false,false,88425648
medeazhealth,2119495681,"Did you know?
CDC Estimates that around 400 million people are infected with #Dengue  each year.
#NationalDengueDay 

#DengueAwareness  #awareness  #diseases  #DengueFever  #DefeatDengue  #MosquitoControl  #mosquitoes  #Symptoms  #Medeaz  #ThursdayThoughts  #ThursdayMotivation pic.twitter.com/MRl41ThoSs",/medeazhealth/status/1128869286141816833,2,2,1,2019-05-15 20:46:25,false,false,false,false,-1177260030
Blessedbhawna,1922535424,Hope we doing best of awareness on this. Please let us know if you need our support. @NHPINDIA  @swachhbharat  @AyushmanNHA  @moayush  @MoHFW_INDIA  #Dengue  #HEALTH  #India  #healthforall  #NationalDengueDay  #policy  #awareness  #blessedbhawna  @vivek11972  #GlobalGoals  #SDGs  #United ,/Blessedbhawna/status/1128902829639438336,0,1,0,2019-05-15 22:59:43,false,false,false,false,-1932013568
PodMiners,1859510272,"Did you know?
CDC Estimates that around 400 million people are infected with #Dengue  each year.
#NationalDengueDay 

#DengueAwareness  #awareness  #diseases  #DengueFever  #DefeatDengue  #MosquitoControl  #mosquitoes  #Symptoms  #Medeaz https:// twitter.com/SuburbanDiagno s/status/1128901515869974528   …",/PodMiners/status/1128905123088949248,0,1,0,2019-05-15 23:08:50,false,false,false,false,-585715712
KohinoorHealth,370438144,"On #NationalDengueDay , let's take steps to ensure we tackle dengue that affects 390 million people each year. 
#Dengue  #Fever  #Mosquito  #Health  #India  #Prevention  #Cure  #Awareness pic.twitter.com/5qPNJJqwA4",/KohinoorHealth/status/1128931325195350016,0,1,1,2019-05-16 00:52:57,false,false,false,false,-1370206207
PelerinPicture,-1013530624,dans @pelerincom  #reportage  sur la #Dengue  à #LaReunion  par #AdrienneSurprenant  & @prevost_jules  7 pages #santé  @departement974  #health  @Prefet974  #Photojournalism  #Photojournalisme pic.twitter.com/9h8ve0svZN,/PelerinPicture/status/1128931980941377536,1,7,0,2019-05-16 00:55:33,false,false,false,false,-1128960769
DrGaddamVivek,-1303031807,"On the Eve of ""National Dengue Day""- Prevention Leads to Protection, Here is how you can prevent Dengue.

#NationalDengueDay  
#Dengue 
#Health 
#BeFit pic.twitter.com/HQJcVvDs5C",/DrGaddamVivek/status/1128961474192297985,1,16,0,2019-05-16 02:52:45,false,false,false,false,-476782592
HumanTimesIndia,638853121,"National Dengue Day observed today

#truestory  #humantimesindia  #news  #india  #topnews  #trendingnews  #toparticles  #newstoday  #today  #newsupdates  #onlinenews  #newsindia  #newstrendingindia  #timesnownews  #health  #NationalDengueDay  #Dengue 

For more  http:// bit.ly/2WLivur   pic.twitter.com/vmgXCsvrpx",/HumanTimesIndia/status/1128964998007365633,0,0,0,2019-05-16 03:06:45,false,false,false,false,-2049642495
ICMRDELHI,-1605079040,# NationalDengueDay   #Dengue  #health  #healthcare  #HealthForAll  @ncdirindia  @icmrnioh  @ICMRNIN  @icmr_nie  @icmrnirrh  @nimr_delhi  @NIRTH_Jabalpur  @nicprnoida @icmr_nims  @icmrnirrh  @ICMR_RMRCBBSR  @nirehbhopal  @MoHFW_INDIA  @NHPINDIA pic.twitter.com/Wiz8jVr9oJ,/ICMRDELHI/status/1128966670800678912,4,5,0,2019-05-16 03:13:24,false,false,false,false,-1599726122
ICMRDELHI,940883968,# NationalDengueDay  #Dengue  #health  #HealthForAll  #healthcarematters  @ncdirindia  @icmrnioh  @ICMRNIN  @icmr_nie  @icmrnirrh  @nimr_delhi  @NIRTH_Jabalpur  @nicprnoida @icmr_nims  @icmrnirrh  @ICMR_RMRCBBSR  @nirehbhopal  @MoHFW_INDIA  @NHPINDIA pic.twitter.com/gkh6uied8L,/ICMRDELHI/status/1128988457420767232,4,10,0,2019-05-16 04:39:58,false,false,false,false,-1599726122
herzindagi,605376512,"Here's how you can beat dengue with an impactful manner. 

#NationalDengueDay  #Dengue  #Health  #HealthCare https://www. herzindagi.com/health/nationa l-dengue-day-dont-rely-on-home-remedies-for-dengue-know-reason-from-expert-article-104681   …",/herzindagi/status/1129004825205624832,0,0,0,2019-05-16 05:45:00,true,https://t.co/1ICCw42JME,false,false,2077581312
herzindagi,982839301,"# HerZindagi  speaks to Dr Rommel Tickoo from Max Super Speciality Hospital to find out what dengue during pregnancy can mean, for the mother and the child. 

#Health  #Dengue  

 https://www. herzindagi.com/health/dengue- during-pregnancy-all-you-need-to-know-rommel-tickoo-video-16460   …",/herzindagi/status/1129276615408545797,0,0,0,2019-05-16 23:45:00,true,https://t.co/EIbhqHa81J,false,false,2077581312
drashwathcn,1330991104,"A new strain of #Dengue  virus reported in #Bengaluru  is concerning. I urge the @BBMP_MAYOR , @BBMPCOMM  and @DHFWKA  to take up fogging and other preventive measures to control the spread of this virus on a war footing! @Shivanand_S_P 
 
#Health  #Karnataka pic.twitter.com/mNHsATqIfr",/drashwathcn/status/1129278604326555648,10,18,0,2019-05-16 23:52:54,false,false,false,false,-1408996250
MosquiterIndia,1251237889,National #Dengue  Day 2019: 5 Ways to Keep #Mosquitoes  at Bay  ,/MosquiterIndia/status/1129954902682132481,0,0,0,2019-05-18 20:40:17,true,https://t.co/mFdwqJc9ua,false,false,-1823182848
dir_ngo,-1407741952,# scene  #from  #howaraline  #adarshnagar  #opensewage  #open  #unhygienic  #commontoilets  #openkitchen  #flies  #communicable  #disease  #breeding  #mosquitoes  #malaria  #chickengunea  #dengue  #redzone  #sanitation  #healthhazard ...  ,/dir_ngo/status/1130422609076785152,0,0,0,2019-05-20 03:38:46,false,false,false,false,257339393
poandpo,2019004416,"Thailand records over 20,000 cases of dengue fever in nearly 5 months  ",/poandpo/status/1130441454525059072,0,0,0,2019-05-20 04:53:40,true,false,false,false,236770150
poandpo,190242816,"Thailand records over 20,000 cases of dengue fever in nearly 5 months  ",/poandpo/status/1130447963866718208,0,0,0,2019-05-20 05:19:31,true,https://t.co/1xCfIJdRU6,false,false,236770150
NFIDvaccines,1985454080,"Mosquito bites are annoying & they can also be dangerous. #Mosquitoes  can spread diseases like #zika , #dengue , #malaria , & #yellowfever —all of which can cause long-term health issues. Reduce your risk by wearing insect repellent  ",/NFIDvaccines/status/1130526310160375808,1,2,0,2019-05-20 10:30:51,false,false,false,false,247351807
dev_discourse,-418115583,# Health  News Roundup: #Dengue  fever numbers soar; homemade #sunscreens  might get you burned ,/dev_discourse/status/1130834359991144449,0,0,0,2019-05-21 06:54:55,true,https://t.co/r2fl9pxzdv,false,false,-57303039
demirci_selay,542543872,"Aedes #mosquitoes  transmit #Dengue , #yellowfever , #chikungunya  and #Zika  #viruses  to humans. In this study, Aedes species that have been associated with disease transmission was observed in Turkey and the #WestNile  #virus  was found! ",/demirci_selay/status/1130931792284913664,2,5,0,2019-05-21 13:22:05,true,https://t.co/U1d5SOeX06,false,false,-984096768
ormiga,202760194,"# bombay  drains 30% CHOKED 1-0 #robot  of #netherlands 
asia RICHEST municipality BMC ₹37000 crore revenue/yr WASTING #rupee  37000,00,00,000 #mumbai  SUFFERS
mî #dengue  2016 #malaria  THREE times aug18-mar19
#health  POPAT @fitness  FKCD

when #elections ? https:// mumbaimirror.indiatimes.com/mumbai/civic/c itys-drains-too-clogged-for-dutch-robot-to-clean/articleshow/69437302.cms   …",/ormiga/status/1131087527459282946,0,0,0,2019-05-21 23:40:55,true,https://t.co/Uasj9seXqL,false,false,17732518
MLGD54,-27873280,"SEIMC 2019 Core Curriculum Casos Clínicos en Patología Importada 23/5/2019 11:00-12:45 Excelentes Ponencias y Ponentes: M Velasco, M Alvarez, E Sulleiro #infectiousdiseases  #microbiology  #tropicalysdiseases  #Dengue  #malaria pic.twitter.com/i23CXXDoEO",/MLGD54/status/1131512565782196224,0,3,0,2019-05-23 03:49:52,false,false,false,false,-1521037310
deweller,1041674240,"Zikei.
Estou de cama. Mas tá light, as dores passam com Tylenol. 
Tem uma epidemia no Rio de Janeiro
#zika  #dengue  #chikungunya  #aedes  #aedesaegypti  #mosquitoes  #riodejaneiro  #bairroflamengo   https://www. instagram.com/p/Bx0pUqXhsdL/ ?igshid=15o23gglheo8l   …",/deweller/status/1131695356364894208,0,0,0,2019-05-23 15:56:13,false,false,false,false,35409879
In2CareBV,1352044545,"In2Care #Mosquito  #Traps  are introduced in #HongKong  by the Environmental Hygiene authorities to help curb the growth of #Aedes  #mosquitoes  and the spread of #Dengue .

 https://www. scmp.com/news/hong-kong /health-environment/article/3006702/new-mosquito-trap-netherlands-will-combat-rise   … pic.twitter.com/Kzknxb83vf",/In2CareBV/status/1131839598856933377,0,1,0,2019-05-24 01:29:23,false,false,false,false,260358088
GateHospital,1205161984,"Malaria is a disease caused by a parasite. The parasite is transmitted to humans through the bites of infected mosquitoes. 
#malaria  #health  #mosquito  #medicine  #dengue  #endmalaria  #malariacampaign  #treatment  #medical  #hospital  #hospitalinguwahati  #gatehospital pic.twitter.com/gnatUPdIaj",/GateHospital/status/1131933473810239488,0,0,0,2019-05-24 07:42:25,false,false,false,false,-1944821760
b3coki,-916987898,Shedding light on the burden of #dengue  in  Bangladesh   ,/b3coki/status/1131995946282377222,0,0,0,2019-05-24 11:50:39,true,false,false,false,555016964
tham_lab,-2070646783,ScFv from neutralising human #antibodies  expressed in #mosquitoes  to stop #dengue   ,/tham_lab/status/1132250744063553537,4,7,0,2019-05-25 04:43:08,false,false,false,false,-405471232
haramainhosp,932687872,"Great article on @sciencedaily  on the presence as well as the status of #Dengue  in #Bangladesh   

 https://www. sciencedaily.com/releases/2019/ 05/190524102759.htm   …",/haramainhosp/status/1132262751500480512,0,2,0,2019-05-25 05:30:51,true,false,false,false,-99278848
brightsurf,898977793,Shedding light on the burden of #dengue  in #Bangladesh   ,/brightsurf/status/1132286704499380225,0,0,0,2019-05-25 07:06:01,true,false,false,false,41495385
MLGD54,26697728,"# 23CongresoSEIMC  Core Curriculum Casos Clínicos en Patología Importada 23/5/2019 11:00-12:45 Excelentes Ponencias y Ponentes: M Velasco, M Alvarez, E Sulleiro #infectiousdiseases  #microbiology  #tropicalysdiseases  #Dengue  #malaria pic.twitter.com/fGd8n42HEk  – at  Palacio Municipal de Congresos",/MLGD54/status/1132706485140676608,0,0,0,2019-05-26 10:54:05,false,false,false,false,-1521037310
swatman00,-32194560,# Mosquitoes  #mosquitocontrol  #Cairns  #Dengue  #zika  #FNQ  #TNQ  #Malaria   ,/swatman00/status/1132951985412423680,0,0,0,2019-05-27 03:09:37,false,false,false,false,1572222457
ChanasitJonas,-1676189694,Fighting #arboviruses  such as #Zika  #dengue  #chikungunya  #westnile  #usutu  and #mosquitoes  together with our great and smart Chinese colleagues. #zikaplan  #zikalliance  #H2020 pic.twitter.com/Gv6q7efbGS,/ChanasitJonas/status/1132990333531414530,3,5,0,2019-05-27 05:42:00,false,false,false,false,-1667837945
physorg_health,-2041073664,Shedding light on the burden of #dengue  in #Bangladesh  @institutpasteur  @elife   ,/physorg_health/status/1132996384775450624,0,0,0,2019-05-27 06:06:02,true,false,false,false,20512439
institutpasteur,890744835,# Dengue  au  Bangladesh  : des chercheurs de l’@institutpasteur  ont mené une étude visant à élucider et à en identifier les principaux facteurs de risque d’infection.  ,/institutpasteur/status/1133041484863877123,7,10,0,2019-05-27 09:05:15,true,false,false,false,135443828
pia_mimaropa,-1928015872,"National Dengue Awareness Month is observed every June.

#Dengue  has been considered by the DOH as an all-year round disease which rises in incidence during the rainy season due to presence of more breeding places for disease-causing aedes aegypti type of #mosquitoes .  pic.twitter.com/cYxpzGcsio",/pia_mimaropa/status/1133239763505303552,0,0,0,2019-05-27 22:13:08,false,false,false,false,472675929
MosquiterIndia,-1168891904,"# Health  Department gears up to fight #vector -borne diseases
Conducts door-to-door survey to check #dengue , #chikungunya   https://www. tribuneindia.com/news/ludhiana/ health-department-gears-up-to-fight-vector-borne-diseases/779205.html   …  #mosquito  #mosquiter",/MosquiterIndia/status/1133243724224274432,0,0,0,2019-05-27 22:28:53,true,https://t.co/yb34phitFs,false,false,-1823182848
medmalinf,-665346048,"[Contents] Getting closer to June... Our next issue will talk about #tuberculosis , #AntibioticStewardship , #Arbovirus , #Vaccines , #HIV , #Fungi , #Leishmania , and much more ! Discover it here :

 https:// bit.ly/2WqyTDp     

#infection  #InfectiousDiseases  #Mycology  #Dengue   pic.twitter.com/vMtnRjsOHt",/medmalinf/status/1133274455218823168,0,1,1,2019-05-28 00:31:00,false,false,false,false,-1332310016
doctoryouneed,-996745216,"Dengue, a mosquito-borne disease that causes flu-like symptoms and can be lethal and kill up to 20% of those with severe dengue, has been a growing threat for decades. 
#dengue  #Health  #Medical",/doctoryouneed/status/1133311438850809856,0,0,1,2019-05-28 02:57:57,false,false,false,false,1599545344
ambicayurved,2136260608,"Cure Dengue, and #Typhoid  fever with crushed Papaya leaves juice and Adijay Syrup.
#Ambicayurved  #Adijaysyrup  #fever  #ayurvedic  #medicine  #health  #dengue  #wednesdaywisdom pic.twitter.com/pLxCaPseU8",/ambicayurved/status/1133601451060543488,1,3,0,2019-05-28 22:10:21,false,false,false,false,-879476734
Live_Chennai,597069824,# Dengue  is basically a #viralinfection . It is caused and transmitted by female #mosquitoes .  ,/Live_Chennai/status/1134077967552909312,0,0,0,2019-05-30 05:43:52,false,false,false,false,577100884
RoyalVoxPost,-57221119,"# Epidemic  #Dengue : scientists demonstrate that the stability of low-disease periods predicts the magnitude of the ensuing outbreak. Their model can forecast the peak, the magnitude of an outbreak, and provides a quantitative early-warning indicator -  ",/RoyalVoxPost/status/1134105918545780737,0,2,0,2019-05-30 07:34:56,false,false,false,false,227876864
MosquiterIndia,1398022150,National #Dengue  Day 2019: 5 Ways to Keep #Mosquitoes  at Bay  ,/MosquiterIndia/status/1134318099975380998,0,0,0,2019-05-30 21:38:04,true,https://t.co/mFdwqJc9ua,false,false,-1823182848
